Date, Type, Sender, Receiver, Content, ChannelName, RuleName, RuleGroupName
'31.07.2022 12:07:38', 'chat', 'TheProKillerGirl', '', 'altså man kan ik klik på den', 'English', '', ''
'31.07.2022 12:08:04', 'chat', 'TheProKillerGirl', '', 'pip', 'English', '', ''
'31.07.2022 12:10:30', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 12:10:31', 'chat', 'TheProKillerGirl', '', 'hov', 'English', '', ''
'31.07.2022 12:10:40', 'chat', 'TheProKillerGirl', '', 'kanibal haha', 'English', '', ''
'31.07.2022 12:11:08', 'chat', 'TheProKillerGirl', '', 'den smager så gooodt', 'English', '', ''
'31.07.2022 12:11:11', 'chat', 'TheProKillerGirl', '', 'mm', 'English', '', ''
'31.07.2022 12:11:24', 'chat', 'TheProKillerGirl', '', ':P', 'English', '', ''
'31.07.2022 12:11:58', 'chat', 'TheProKillerGirl', '', 'Korumam kimler elinde?Koyamam asla sen yerineKaravan,/ cinler,/ periler bana hep "Takıl" dedilerKodein,/ blunt,/ çizgiler,/ sen ne anlattın,/ kim dinler?Line aldım,/ o-a-ah,/ o*landım yine babaYüzümüzde noktalar,/ sivilce bombalarLine aldım,/ o-a-ah,/ o*landım yine b', 'English', '', ''
'31.07.2022 12:12:03', 'chat', 'TheProKillerGirl', '', 'prøv at læs det hurtigt xD', 'English', '', ''
'31.07.2022 12:12:30', 'chat', 'TheProKillerGirl', '', 'nemlig', 'English', '', ''
'31.07.2022 12:12:33', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'31.07.2022 12:13:04', 'chat', 'TheProKillerGirl', '', 'det faktisk en sød sang har google oversæt på den. det noget med man ik kan erstatte en osv..', 'English', '', ''
'31.07.2022 12:13:26', 'chat', 'TheProKillerGirl', '', 'fiiint', 'English', '', ''
'31.07.2022 12:14:42', 'chat', 'TheProKillerGirl', '', 'min far troede de her tyrkiske sange var om noget "ulovligt" u know,/ men det bare fordi han tænker sådan haha', 'English', '', ''
'31.07.2022 12:15:09', 'chat', 'TheProKillerGirl', '', 'det handler slet ik om sådan noget,/ det romantiske sange og om et eller andet som jeg ik forstår så meget af', 'English', '', ''
'31.07.2022 12:16:06', 'chat', 'TheProKillerGirl', '', 'xD bare fordi det tyrkisk. og min far er begyndt at ku lide dem haha', 'English', '', ''
'31.07.2022 12:20:41', 'chat', 'TheProKillerGirl', '', 'yee', 'English', '', ''
'31.07.2022 12:20:54', 'chat', 'TheProKillerGirl', '', 'xD har lavet skins før i en anden server', 'English', '', ''
'31.07.2022 12:20:56', 'chat', 'TheProKillerGirl', '', 'så det nemt', 'English', '', ''
'31.07.2022 12:21:39', 'chat', 'TheProKillerGirl', '', 'nice ik?', 'English', '', ''
'31.07.2022 12:21:57', 'chat', 'TheProKillerGirl', '', 'skal smut nu,/ skal hen til mor', 'English', '', ''
'31.07.2022 12:22:09', 'chat', 'TheProKillerGirl', '', 'dankee', 'English', '', ''
'31.07.2022 12:22:13', 'chat', 'TheProKillerGirl', '', 'i lige måde', 'English', '', ''
'31.07.2022 12:32:17', 'chat', 'Fuglen', '', 'Birger', 'English', '', ''
'31.07.2022 13:22:32', 'chat', 'Fuglen', '', 'gg', 'English', '', ''
'31.07.2022 13:36:51', 'chat', 'TheProKillerGirl', '', 'HAI', 'English', '', ''
'31.07.2022 13:36:52', 'chat', 'Fuglen', '', 'Hej igen xD', 'English', '', ''
'31.07.2022 13:36:57', 'chat', 'TheProKillerGirl', '', 'where are uuuu', 'English', '', ''
'31.07.2022 13:37:09', 'chat', 'Fuglen', '', 'I min bunker sgu da xD', 'English', '', ''
'31.07.2022 13:37:13', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'31.07.2022 13:37:15', 'chat', 'TheProKillerGirl', '', 'er jeg så farlig', 'English', '', ''
'31.07.2022 13:37:27', 'chat', 'Fuglen', '', 'jaaa xD', 'English', '', ''
'31.07.2022 13:37:31', 'chat', 'TheProKillerGirl', '', ':(..', 'English', '', ''
'31.07.2022 13:37:31', 'chat', 'Fuglen', '', 'jaaa xD', 'English', '', ''
'31.07.2022 13:37:34', 'chat', 'Fuglen', '', 'jaaa xD', 'English', '', ''
'31.07.2022 13:37:37', 'chat', 'Fuglen', '', 'up', 'English', '', ''
'31.07.2022 13:37:46', 'chat', 'TheProKillerGirl', '', 'kan man skrive /thru?', 'English', '', ''
'31.07.2022 13:37:47', 'chat', 'Fuglen', '', 'jeg rammer tasterne godt i dag', 'English', '', ''
'31.07.2022 13:37:52', 'chat', 'Fuglen', '', 'Burde du kunne', 'English', '', ''
'31.07.2022 13:37:52', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 13:37:58', 'chat', 'TheProKillerGirl', '', 'damn it', 'English', '', ''
'31.07.2022 13:38:08', 'chat', 'TheProKillerGirl', '', '!', 'English', '', ''
'31.07.2022 13:38:11', 'chat', 'TheProKillerGirl', '', 'vil neeed', 'English', '', ''
'31.07.2022 13:38:29', 'chat', 'TheProKillerGirl', '', 'håber ik det her er tis.. xD', 'English', '', ''
'31.07.2022 13:38:39', 'chat', 'Fuglen', '', 'monkaS', 'English', '', ''
'31.07.2022 13:39:34', 'chat', 'Fuglen', '', 'Forstår bare ikke hvorfor der er vand under nogen af mine lamps', 'English', '', ''
'31.07.2022 13:39:42', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 13:39:55', 'chat', 'TheProKillerGirl', '', 'weird', 'English', '', ''
'31.07.2022 13:40:14', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 13:40:53', 'chat', 'Fuglen', '', 'Du har jo også fået trust... xD', 'English', '', ''
'31.07.2022 13:40:57', 'chat', 'TheProKillerGirl', '', 'uhhh', 'English', '', ''
'31.07.2022 13:41:03', 'chat', 'TheProKillerGirl', '', 'muhahah greif tid! >:)', 'English', '', ''
'31.07.2022 13:41:13', 'chat', 'Fuglen', '', ':<', 'English', '', ''
'31.07.2022 13:41:16', 'chat', 'TheProKillerGirl', '', 'hov grief* xD', 'English', '', ''
'31.07.2022 13:41:20', 'chat', 'TheProKillerGirl', '', 'muhaahh', 'English', '', ''
'31.07.2022 13:42:51', 'chat', 'TheProKillerGirl', '', 'wow', 'English', '', ''
'31.07.2022 13:42:55', 'chat', 'TheProKillerGirl', '', 'ARG', 'English', '', ''
'31.07.2022 13:43:01', 'chat', 'TheProKillerGirl', '', 'ruun', 'English', '', ''
'31.07.2022 13:43:44', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'31.07.2022 13:43:49', 'chat', 'TheProKillerGirl', '', 'godt jeg stadig bor hjemme xD', 'English', '', ''
'31.07.2022 13:44:24', 'chat', 'TheProKillerGirl', '', 'i know ja', 'English', '', ''
'31.07.2022 13:44:35', 'chat', 'TheProKillerGirl', '', 'muiahha', 'English', '', ''
'31.07.2022 13:45:19', 'chat', 'TheProKillerGirl', '', 'ew', 'English', '', ''
'31.07.2022 13:45:26', 'chat', 'TheProKillerGirl', '', 'klamt..', 'English', '', ''
'31.07.2022 13:45:33', 'chat', 'TheProKillerGirl', '', 'JAER', 'English', '', ''
'31.07.2022 13:45:35', 'chat', 'TheProKillerGirl', '', 'FØJ', 'English', '', ''
'31.07.2022 13:50:47', 'chat', 'TheProKillerGirl', '', 'hahah', 'English', '', ''
'31.07.2022 14:02:03', 'chat', 'TheProKillerGirl', '', 'ahah hva da', 'English', '', ''
'31.07.2022 14:02:11', 'chat', 'TheProKillerGirl', '', 'OOF', 'English', '', ''
'31.07.2022 14:02:18', 'chat', 'TheProKillerGirl', '', 'nånå daaa ;)', 'English', '', ''
'31.07.2022 14:02:43', 'chat', 'TheProKillerGirl', '', 'ahahah', 'English', '', ''
'31.07.2022 14:03:01', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 14:03:50', 'chat', 'TheProKillerGirl', '', 'ahahah', 'English', '', ''
'31.07.2022 14:04:36', 'chat', 'TheProKillerGirl', '', 'NO', 'English', '', ''
'31.07.2022 14:04:45', 'chat', 'TheProKillerGirl', '', 'DU BLIR', 'English', '', ''
'31.07.2022 14:06:48', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 14:07:13', 'chat', 'TheProKillerGirl', '', 'hm hvad prøver du på', 'English', '', ''
'31.07.2022 14:07:31', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'31.07.2022 14:09:33', 'chat', 'TheProKillerGirl', '', 'woaw xD', 'English', '', ''
'31.07.2022 14:09:36', 'chat', 'TheProKillerGirl', '', '*klap*', 'English', '', ''
'31.07.2022 14:09:40', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 14:10:19', 'chat', 'TheProKillerGirl', '', ':P', 'English', '', ''
'31.07.2022 14:12:39', 'chat', 'TheProKillerGirl', '', 'øhhhh', 'English', '', ''
'31.07.2022 14:12:42', 'chat', 'TheProKillerGirl', '', 'står da godt her', 'English', '', ''
'31.07.2022 14:13:02', 'chat', 'TheProKillerGirl', '', 'står her og ser godt ud', 'English', '', ''
'31.07.2022 14:13:04', 'chat', 'TheProKillerGirl', '', 'haha xD', 'English', '', ''
'31.07.2022 14:16:29', 'chat', 'TheProKillerGirl', '', 'haha det okki', 'English', '', ''
'31.07.2022 14:16:55', 'chat', 'TheProKillerGirl', '', 'ahaha', 'English', '', ''
'31.07.2022 14:17:07', 'chat', 'TheProKillerGirl', '', 'godt at du kan lave mad xD', 'English', '', ''
'31.07.2022 14:17:39', 'chat', 'TheProKillerGirl', '', 'ku jeg ogs finde på hvis jeg ku lave mad og hvis jeg gad xD', 'English', '', ''
'31.07.2022 14:17:51', 'chat', 'TheProKillerGirl', '', 'ik mig xD', 'English', '', ''
'31.07.2022 14:18:03', 'chat', 'TheProKillerGirl', '', 'og kan heller ik lide det,/ så det er godt nok', 'English', '', ''
'31.07.2022 14:18:29', 'chat', 'TheProKillerGirl', '', 'kan ik lide pasta.... xD ;D', 'English', '', ''
'31.07.2022 14:18:48', 'chat', 'TheProKillerGirl', '', 'hahah', 'English', '', ''
'31.07.2022 14:19:44', 'chat', 'TheProKillerGirl', '', 'er træt..', 'English', '', ''
'31.07.2022 14:20:00', 'chat', 'TheProKillerGirl', '', 'har mormor på besøg ;D', 'English', '', ''
'31.07.2022 14:20:07', 'chat', 'TheProKillerGirl', '', 'og åben dør..', 'English', '', ''
'31.07.2022 14:20:24', 'chat', 'TheProKillerGirl', '', 'jep haha', 'English', '', ''
'31.07.2022 14:23:36', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 14:24:28', 'chat', 'TheProKillerGirl', '', 'cool', 'English', '', ''
'31.07.2022 14:25:55', 'chat', 'TheProKillerGirl', '', '#Cheater xD', 'English', '', ''
'31.07.2022 14:26:13', 'chat', 'TheProKillerGirl', '', 'xD world edit puhaaa', 'English', '', ''
'31.07.2022 14:26:32', 'chat', 'TheProKillerGirl', '', 'HVA', 'English', '', ''
'31.07.2022 14:26:39', 'chat', 'TheProKillerGirl', '', 'ogs det..', 'English', '', ''
'31.07.2022 14:26:52', 'chat', 'TheProKillerGirl', '', 'ew..', 'English', '', ''
'31.07.2022 14:27:57', 'chat', 'TheProKillerGirl', '', 'home alone xD', 'English', '', ''
'31.07.2022 14:28:57', 'chat', 'TheProKillerGirl', '', 'wher are uu', 'English', '', ''
'31.07.2022 14:29:13', 'chat', 'TheProKillerGirl', '', 'nåår', 'English', '', ''
'31.07.2022 14:33:13', 'chat', 'TheProKillerGirl', '', 'kæft mit net er dårlig i dag..', 'English', '', ''
'31.07.2022 14:33:20', 'chat', 'TheProKillerGirl', '', 'er ogs hos mor nu..', 'English', '', ''
'31.07.2022 14:35:35', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 14:38:17', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 14:39:52', 'chat', 'TheProKillerGirl', '', 'muhaha', 'English', '', ''
'31.07.2022 14:40:39', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 14:40:55', 'chat', 'TheProKillerGirl', '', 'watch ur language', 'English', '', ''
'31.07.2022 14:40:56', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 14:42:40', 'chat', 'TheProKillerGirl', '', 'okii', 'English', '', ''
'31.07.2022 14:49:02', 'chat', 'TheProKillerGirl', '', 'hehe oki,/ smutter ogs :P', 'English', '', ''
'31.07.2022 14:49:14', 'chat', 'TheProKillerGirl', '', 'god tur!!', 'English', '', ''
'31.07.2022 14:49:20', 'chat', 'TheProKillerGirl', '', 'baai', 'English', '', ''
'31.07.2022 15:56:23', 'chat', 'TheProKillerGirl', '', 'HAI', 'English', '', ''
'31.07.2022 15:56:34', 'chat', 'TheProKillerGirl', '', 'er på mit eget plot lige nu,/ vil lave nogle villaer fra yt :P', 'English', '', ''
'31.07.2022 15:57:27', 'chat', 'TheProKillerGirl', '', 'har ik så stort plot til det men kan prøve', 'English', '', ''
'31.07.2022 16:00:00', 'chat', 'TheProKillerGirl', '', 'omg', 'English', '', ''
'31.07.2022 16:00:06', 'chat', 'TheProKillerGirl', '', 'STYR DIG xD', 'English', '', ''
'31.07.2022 16:00:58', 'chat', 'TheProKillerGirl', '', 'i know', 'English', '', ''
'31.07.2022 16:01:01', 'chat', 'TheProKillerGirl', '', 'tror ogs jeg gør', 'English', '', ''
'31.07.2022 16:01:17', 'chat', 'TheProKillerGirl', '', 'hehe', 'English', '', ''
'31.07.2022 16:01:20', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'31.07.2022 16:01:25', 'chat', 'TheProKillerGirl', '', 'hah', 'English', '', ''
'31.07.2022 16:05:21', 'chat', 'TheProKillerGirl', '', 'kom lig eher', 'English', '', ''
'31.07.2022 16:06:09', 'chat', 'TheProKillerGirl', '', 'kan ik se dig', 'English', '', ''
'31.07.2022 16:06:14', 'chat', 'TheProKillerGirl', '', 'så', 'English', '', ''
'31.07.2022 16:06:20', 'chat', 'TheProKillerGirl', '', 'ligner det chokolade', 'English', '', ''
'31.07.2022 16:06:21', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 16:06:27', 'chat', 'TheProKillerGirl', '', 'nemlig', 'English', '', ''
'31.07.2022 16:06:42', 'chat', 'TheProKillerGirl', '', 'kan bruge chokolade her ved vinduerne xD', 'English', '', ''
'31.07.2022 16:07:23', 'chat', 'TheProKillerGirl', '', 'HVA', 'English', '', ''
'31.07.2022 16:07:25', 'chat', 'TheProKillerGirl', '', 'EJ', 'English', '', ''
'31.07.2022 16:07:27', 'chat', 'TheProKillerGirl', '', 'GIV MIG', 'English', '', ''
'31.07.2022 16:08:14', 'chat', 'TheProKillerGirl', '', 'OMG', 'English', '', ''
'31.07.2022 16:08:17', 'chat', 'TheProKillerGirl', '', 'GIV MIG SÅ', 'English', '', ''
'31.07.2022 16:08:23', 'chat', 'TheProKillerGirl', '', 'min yndlings!', 'English', '', ''
'31.07.2022 16:08:43', 'chat', 'TheProKillerGirl', '', 'forrædder... xD', 'English', '', ''
'31.07.2022 16:08:49', 'chat', 'TheProKillerGirl', '', 'banner dig herfra xD', 'English', '', ''
'31.07.2022 16:09:07', 'chat', 'TheProKillerGirl', '', 'vil ogs have marabou :(', 'English', '', ''
'31.07.2022 16:09:18', 'chat', 'TheProKillerGirl', '', 'oof', 'English', '', ''
'31.07.2022 16:09:19', 'chat', 'TheProKillerGirl', '', 'vent hvad', 'English', '', ''
'31.07.2022 16:09:22', 'chat', 'TheProKillerGirl', '', 'prøvede du lige', 'English', '', ''
'31.07.2022 16:10:34', 'chat', 'TheProKillerGirl', '', 'prut', 'English', '', ''
'31.07.2022 16:10:53', 'chat', 'TheProKillerGirl', '', 'oof', 'English', '', ''
'31.07.2022 16:40:04', 'chat', 'TheProKillerGirl', '', 'ja? xD', 'English', '', ''
'31.07.2022 16:40:10', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'31.07.2022 16:40:19', 'chat', 'TheProKillerGirl', '', 'ahah vidste du ik det?', 'English', '', ''
'31.07.2022 16:40:26', 'chat', 'TheProKillerGirl', '', 'lol..', 'English', '', ''
'31.07.2022 16:40:50', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'31.07.2022 16:41:08', 'chat', 'TheProKillerGirl', '', 'så lidt tror jeg xD', 'English', '', ''
'31.07.2022 16:42:49', 'chat', 'TheProKillerGirl', '', 'kæft det flot', 'English', '', ''
'31.07.2022 16:43:16', 'chat', 'TheProKillerGirl', '', 'tid til at lave fortov :P', 'English', '', ''
'31.07.2022 16:43:31', 'chat', 'TheProKillerGirl', '', 'ja det min het egen tanke.... wink', 'English', '', ''
'31.07.2022 16:44:13', 'chat', 'TheProKillerGirl', '', 'JAER! :D', 'English', '', ''
'31.07.2022 16:44:15', 'chat', 'TheProKillerGirl', '', 'god ideeee', 'English', '', ''
'31.07.2022 16:44:19', 'chat', 'TheProKillerGirl', '', 'hmm', 'English', '', ''
'31.07.2022 16:44:58', 'chat', 'TheProKillerGirl', '', 'god ide', 'English', '', ''
'31.07.2022 16:45:00', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 16:45:31', 'chat', 'TheProKillerGirl', '', 'længere op?', 'English', '', ''
'31.07.2022 16:45:49', 'chat', 'TheProKillerGirl', '', 'der', 'English', '', ''
'31.07.2022 16:46:23', 'chat', 'TheProKillerGirl', '', 'hvordan skal man lave en fed garage hertil..', 'English', '', ''
'31.07.2022 16:46:31', 'chat', 'TheProKillerGirl', '', 'eller indkørsel', 'English', '', ''
'31.07.2022 16:48:31', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'31.07.2022 16:49:08', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'31.07.2022 16:49:36', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 16:49:49', 'chat', 'TheProKillerGirl', '', 'hm', 'English', '', ''
'31.07.2022 16:49:58', 'chat', 'TheProKillerGirl', '', 'hvilken en af bilerne så', 'English', '', ''
'31.07.2022 16:50:19', 'chat', 'TheProKillerGirl', '', 'ferrari xD', 'English', '', ''
'31.07.2022 16:50:33', 'chat', 'TheProKillerGirl', '', 'den her?', 'English', '', ''
'31.07.2022 16:50:51', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'31.07.2022 16:51:29', 'chat', 'TheProKillerGirl', '', 'ogs bare det ja xD', 'English', '', ''
'31.07.2022 16:51:49', 'chat', 'TheProKillerGirl', '', 'hmm', 'English', '', ''
'31.07.2022 16:51:52', 'chat', 'TheProKillerGirl', '', 'længere ud med den?', 'English', '', ''
'31.07.2022 16:52:21', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'31.07.2022 16:52:55', 'chat', 'TheProKillerGirl', '', 'indkørsel med hvilke blocks...', 'English', '', ''
'31.07.2022 16:55:41', 'chat', 'TheProKillerGirl', '', 'har en ide...', 'English', '', ''
'31.07.2022 16:56:10', 'chat', 'TheProKillerGirl', '', 'hmm', 'English', '', ''
'31.07.2022 16:56:48', 'chat', 'TheProKillerGirl', '', 'lidt for weird,/ ik?', 'English', '', ''
'31.07.2022 16:57:07', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 16:59:06', 'chat', 'TheProKillerGirl', '', 'uhh ja nice', 'English', '', ''
'31.07.2022 16:59:31', 'chat', 'TheProKillerGirl', '', 'jaaa', 'English', '', ''
'31.07.2022 17:00:28', 'chat', 'TheProKillerGirl', '', 'skal jeg flytte fortov?', 'English', '', ''
'31.07.2022 17:00:48', 'chat', 'TheProKillerGirl', '', 'hvor langt?', 'English', '', ''
'31.07.2022 17:04:28', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'31.07.2022 17:04:31', 'chat', 'TheProKillerGirl', '', 'hmm', 'English', '', ''
'31.07.2022 17:05:37', 'chat', 'TheProKillerGirl', '', 'haha yay', 'English', '', ''
'31.07.2022 17:06:02', 'chat', 'TheProKillerGirl', '', 'prøver hurtigt noget xD', 'English', '', ''
'31.07.2022 17:06:45', 'chat', 'TheProKillerGirl', '', 'mæh..', 'English', '', ''
'31.07.2022 17:09:00', 'chat', 'TheProKillerGirl', '', 'ja lidt noget jeg har set fra en film. nogle af de der fancy porte', 'English', '', ''
'31.07.2022 17:09:19', 'chat', 'TheProKillerGirl', '', 'jaaa', 'English', '', ''
'31.07.2022 17:09:29', 'chat', 'TheProKillerGirl', '', 'hvad med hækken her', 'English', '', ''
'31.07.2022 17:09:53', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 17:13:22', 'chat', 'TheProKillerGirl', '', 'er det her for indelukket eller?', 'English', '', ''
'31.07.2022 17:23:54', 'chat', 'TheProKillerGirl', '', 'nu jeg bange', 'English', '', ''
'31.07.2022 17:23:56', 'chat', 'TheProKillerGirl', '', 'tør jeg se', 'English', '', ''
'31.07.2022 17:24:06', 'chat', 'TheProKillerGirl', '', 'haha nice', 'English', '', ''
'31.07.2022 17:24:19', 'chat', 'TheProKillerGirl', '', 'elsker at se pasta retter,/ men kan ik lide pasta,/ har kunne engang ;D', 'English', '', ''
'31.07.2022 17:24:39', 'chat', 'TheProKillerGirl', '', 'ye..', 'English', '', ''
'31.07.2022 17:24:53', 'chat', 'TheProKillerGirl', '', 'hvid', 'English', '', ''
'31.07.2022 17:25:05', 'chat', 'TheProKillerGirl', '', 'er ik til det der sunde noget xD', 'English', '', ''
'31.07.2022 17:25:19', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 17:25:33', 'chat', 'TheProKillerGirl', '', 'så lav noget til mig xD', 'English', '', ''
'31.07.2022 17:26:14', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'31.07.2022 17:26:38', 'chat', 'TheProKillerGirl', '', 'åh nej har allerede lavet forkert her..', 'English', '', ''
'31.07.2022 17:27:04', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'31.07.2022 17:27:21', 'chat', 'TheProKillerGirl', '', 'nåååår', 'English', '', ''
'31.07.2022 17:27:47', 'chat', 'TheProKillerGirl', '', 'sådan..', 'English', '', ''
'31.07.2022 17:28:11', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 17:34:40', 'chat', 'TheProKillerGirl', '', 'tager lige noget mad så kommer jeg', 'English', '', ''
'31.07.2022 17:41:04', 'chat', 'TheProKillerGirl', '', 'me back', 'English', '', ''
'31.07.2022 17:41:35', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'31.07.2022 17:43:17', 'chat', 'TheProKillerGirl', '', 'mmm franskbrød med ost xD', 'English', '', ''
'31.07.2022 17:47:14', 'chat', 'TheProKillerGirl', '', 'what der er protein i en kitkat :O', 'English', '', ''
'31.07.2022 17:47:17', 'chat', 'TheProKillerGirl', '', 'DET SUNDT', 'English', '', ''
'31.07.2022 17:48:03', 'chat', 'TheProKillerGirl', '', 'jaa xD', 'English', '', ''
'31.07.2022 17:50:49', 'chat', 'TheProKillerGirl', '', 'sikker? xD', 'English', '', ''
'31.07.2022 17:55:32', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'31.07.2022 18:05:36', 'chat', 'TheProKillerGirl', '', 'damn it', 'English', '', ''
'31.07.2022 18:40:48', 'chat', 'TheProKillerGirl', '', 'skal smutte efter jeg har lavet dette hus :P mor-datter tid', 'English', '', ''
'31.07.2022 18:42:08', 'chat', 'TheProKillerGirl', '', 'ok', 'English', '', ''
'31.07.2022 18:42:50', 'chat', 'TheProKillerGirl', '', 'venter...', 'English', '', ''
'31.07.2022 18:43:49', 'chat', 'TheProKillerGirl', '', 'hahah', 'English', '', ''
'31.07.2022 18:44:26', 'chat', 'TheProKillerGirl', '', 'same', 'English', '', ''
'31.07.2022 18:45:08', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'31.07.2022 18:45:12', 'chat', 'TheProKillerGirl', '', 'det ogs hårdt', 'English', '', ''
'31.07.2022 18:45:58', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 19:00:06', 'chat', 'TheProKillerGirl', '', 'til', 'English', '', ''
'31.07.2022 19:00:25', 'chat', 'TheProKillerGirl', '', 'har sat den i 0.25 i speed på yt fordi han er hurtig', 'English', '', ''
'31.07.2022 19:00:26', 'chat', 'TheProKillerGirl', '', 'idk', 'English', '', ''
'31.07.2022 19:00:31', 'chat', 'TheProKillerGirl', '', '10 min maybe...', 'English', '', ''
'31.07.2022 19:00:34', 'chat', 'TheProKillerGirl', '', 'eller mer', 'English', '', ''
'31.07.2022 19:00:43', 'chat', 'TheProKillerGirl', '', 'vil du ik have mig herinde mer? xD', 'English', '', ''
'31.07.2022 19:01:16', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 19:01:19', 'chat', 'TheProKillerGirl', '', 'tager jeg som ja..', 'English', '', ''
'31.07.2022 19:01:35', 'chat', 'TheProKillerGirl', '', 'joke heh', 'English', '', ''
'31.07.2022 19:02:05', 'chat', 'TheProKillerGirl', '', 'hvor er du', 'English', '', ''
'31.07.2022 19:02:13', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'31.07.2022 19:02:32', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 19:02:42', 'chat', 'TheProKillerGirl', '', 'omg', 'English', '', ''
'31.07.2022 19:03:10', 'chat', 'TheProKillerGirl', '', 'nemlig', 'English', '', ''
'31.07.2022 19:19:51', 'chat', 'TheProKillerGirl', '', 'smutter nu', 'English', '', ''
'31.07.2022 22:50:34', 'chat', 'TheProKillerGirl', '', 'hai', 'English', '', ''
'31.07.2022 22:50:41', 'chat', 'TheProKillerGirl', '', 'skal bare rykke det', 'English', '', ''
'31.07.2022 22:51:00', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 22:51:15', 'chat', 'TheProKillerGirl', '', 'min mor og jeg har set serie', 'English', '', ''
'31.07.2022 22:51:40', 'chat', 'TheProKillerGirl', '', 'flyt dig', 'English', '', ''
'31.07.2022 22:51:41', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 22:51:51', 'chat', 'TheProKillerGirl', '', 'nop', 'English', '', ''
'31.07.2022 22:52:05', 'chat', 'TheProKillerGirl', '', 'nogle gange hader jeg det der overdrevet speed..', 'English', '', ''
'31.07.2022 22:54:05', 'chat', 'TheProKillerGirl', '', 'YES', 'English', '', ''
'31.07.2022 22:54:10', 'chat', 'TheProKillerGirl', '', 'hvilken bil hertil?', 'English', '', ''
'31.07.2022 22:54:52', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 22:55:11', 'chat', 'TheProKillerGirl', '', 'yee', 'English', '', ''
'31.07.2022 22:56:31', 'chat', 'TheProKillerGirl', '', 'ku være nice', 'English', '', ''
'31.07.2022 22:56:35', 'chat', 'TheProKillerGirl', '', 'en eller to biler?', 'English', '', ''
'31.07.2022 22:56:50', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'31.07.2022 22:57:00', 'chat', 'TheProKillerGirl', '', 'tid til at lave indkørsel xD', 'English', '', ''
'31.07.2022 22:57:26', 'chat', 'TheProKillerGirl', '', 'uhh jaa', 'English', '', ''
'31.07.2022 22:57:53', 'chat', 'TheProKillerGirl', '', 'hvad er en kahyt? xD', 'English', '', ''
'31.07.2022 22:58:10', 'chat', 'TheProKillerGirl', '', 'nåår ahah', 'English', '', ''
